Date,Engine,Press_Alt,IOAT,IAS,TQ,Np,T5,Ng,Wf,Oil_Temp,Oil_Press
2026-04-02,PK-OCH - RH (SN PC-E104) HANGAR-1,10854.0,-6.4,132.6,42.4,75.0,610.5,90.68,267.8,72.9,91.1
2026-04-03,PK-OCH - RH (SN PC-E104) HANGAR-1,3878.0,6.5,136.3,42.4,75.0,615.7,90.52,279.5,72.8,90.8
2026-04-04,PK-OCH - RH (SN PC-E104) HANGAR-1,10401.0,-6.0,128.5,44.2,75.0,613.7,90.91,275.0,72.6,91.4
2026-04-05,PK-OCH - RH (SN PC-E104) HANGAR-1,2000.0,10.4,138.5,43.9,75.0,620.4,90.64,287.8,72.6,90.6
2026-04-06,PK-OCH - RH (SN PC-E104) HANGAR-1,8434.0,-0.1,134.7,42.9,75.0,613.6,90.65,274.5,73.0,91.2
2026-04-07,PK-OCH - RH (SN PC-E104) HANGAR-1,7530.0,0.4,138.8,41.7,75.0,611.6,90.45,272.5,73.0,91.8
2026-04-08,PK-OCH - RH (SN PC-E104) HANGAR-1,9695.0,-2.8,141.0,44.3,75.0,615.2,90.83,276.5,73.1,91.3
2026-04-09,PK-OCH - RH (SN PC-E104) HANGAR-1,8595.0,-1.5,135.1,43.2,75.0,613.7,90.72,274.9,73.2,91.4
2026-04-10,PK-OCH - RH (SN PC-E104) HANGAR-1,9987.0,-3.4,135.8,44.4,75.0,614.5,90.94,277.2,72.4,91.0
2026-01-01,PK-OCG | LH (SN: PC-E105),10939.0,-8.2,128.0,43.5,75.0,616.4,91.92,273.0,71.4,92.0
2026-01-02,PK-OCG | LH (SN: PC-E105),10983.0,-9.1,140.7,43.4,75.0,615.1,91.84,272.0,71.0,92.2
2026-01-03,PK-OCG | LH (SN: PC-E105),1909.0,8.7,133.9,42.5,75.0,622.0,91.57,283.9,70.3,92.3
2026-01-04,PK-OCG | LH (SN: PC-E105),10272.0,-6.2,133.8,44.2,75.0,618.2,92.0,277.7,71.3,92.1
2026-01-05,PK-OCG | LH (SN: PC-E105),7436.0,-1.2,129.9,43.4,75.0,619.0,91.81,278.0,70.3,92.1
2026-01-06,PK-OCG | LH (SN: PC-E105),11011.0,-7.0,136.9,43.2,75.0,615.7,91.9,272.4,70.7,91.6
2026-01-07,PK-OCG | LH (SN: PC-E105),9282.0,-2.6,132.1,42.4,75.0,616.6,91.76,274.5,70.9,91.5
2026-01-08,PK-OCG | LH (SN: PC-E105),9477.0,-4.5,133.4,42.9,75.0,617.1,91.75,274.0,70.2,92.3
2026-01-09,PK-OCG | LH (SN: PC-E105),10708.0,-8.4,131.8,43.1,75.0,615.7,91.87,272.0,71.0,91.9
2026-01-10,PK-OCG | LH (SN: PC-E105),9923.0,-2.8,128.8,41.3,75.0,614.1,91.51,270.8,71.0,92.0
2026-01-11,PK-OCG | LH (SN: PC-E105),4183.0,6.3,139.6,42.9,75.0,621.0,91.71,283.5,70.0,91.8
2026-01-12,PK-OCG | LH (SN: PC-E105),9965.0,-4.1,139.1,41.7,75.0,614.8,91.62,271.3,71.6,92.2
2026-01-13,PK-OCG | LH (SN: PC-E105),2229.0,10.5,133.1,41.8,75.0,621.1,91.4,284.3,70.8,91.8
2026-01-14,PK-OCG | LH (SN: PC-E105),8515.0,-2.1,136.3,43.5,75.0,618.6,91.88,278.3,71.0,92.0
2026-01-15,PK-OCG | LH (SN: PC-E105),3507.0,8.2,136.5,43.2,75.0,622.6,91.7,286.0,71.2,92.1
2026-01-16,PK-OCG | LH (SN: PC-E105),9095.0,-2.5,131.0,44.2,75.0,620.4,91.88,280.2,71.3,91.8
2026-01-17,PK-OCG | LH (SN: PC-E105),4497.0,7.4,133.3,42.9,75.0,622.4,91.67,285.0,71.9,92.2
2026-01-18,PK-OCG | LH (SN: PC-E105),9207.0,-3.0,138.0,43.2,75.0,617.4,91.87,277.1,71.4,91.9
2026-01-19,PK-OCG | LH (SN: PC-E105),6132.0,2.9,130.0,41.3,75.0,617.6,91.46,276.4,71.5,91.8
2026-01-20,PK-OCG | LH (SN: PC-E105),8771.0,-1.1,136.2,41.0,75.0,615.3,91.43,272.7,71.8,92.2
2026-01-21,PK-OCG | LH (SN: PC-E105),5856.0,3.9,135.7,44.4,75.0,623.6,91.8,288.0,71.5,91.7
2026-01-22,PK-OCG | LH (SN: PC-E105),11371.0,-8.0,138.0,42.0,75.0,614.4,91.63,269.1,71.0,91.8
2026-01-23,PK-OCG | LH (SN: PC-E105),7880.0,-2.1,136.3,43.7,75.0,619.9,91.87,279.0,71.0,91.6
2026-01-24,PK-OCG | LH (SN: PC-E105),10772.0,-7.5,138.4,43.8,75.0,617.8,91.93,274.9,71.5,91.6
2026-01-25,PK-OCG | LH (SN: PC-E105),2825.0,9.2,138.1,43.8,75.0,625.2,91.7,289.0,71.1,91.7
2026-01-26,PK-OCG | LH (SN: PC-E105),11955.0,-8.0,130.3,44.3,75.0,618.5,92.03,277.1,71.4,91.6
2026-01-27,PK-OCG | LH (SN: PC-E105),8159.0,-2.0,132.1,43.6,75.0,619.8,91.81,279.3,71.9,91.8
2026-01-28,PK-OCG | LH (SN: PC-E105),10291.0,-6.6,129.5,43.2,75.0,617.2,91.74,274.5,71.4,91.9
2026-01-29,PK-OCG | LH (SN: PC-E105),5581.0,2.9,141.7,44.2,75.0,623.5,91.85,284.6,72.1,91.8
2026-01-30,PK-OCG | LH (SN: PC-E105),9149.0,-5.4,128.6,42.6,75.0,616.9,91.69,273.3,71.4,91.6
2026-01-31,PK-OCG | LH (SN: PC-E105),5776.0,4.6,139.1,42.0,75.0,620.5,91.53,280.6,72.1,91.3
2026-02-01,PK-OCG | LH (SN: PC-E105),11441.0,-6.7,135.1,42.3,75.0,616.2,91.69,271.7,71.7,91.2
2026-02-02,PK-OCG | LH (SN: PC-E105),7701.0,2.8,129.4,43.2,75.0,622.0,91.7,282.1,71.4,91.9
2026-02-03,PK-OCG | LH (SN: PC-E105),9612.0,-4.6,131.5,41.3,75.0,615.1,91.51,269.8,71.4,91.6
2026-02-04,PK-OCG | LH (SN: PC-E105),7212.0,1.6,131.0,41.9,75.0,619.4,91.44,277.5,70.9,92.1
2026-02-05,PK-OCG | LH (SN: PC-E105),9424.0,-3.6,129.7,43.4,75.0,619.8,91.81,279.1,71.8,92.4
2026-02-06,PK-OCG | LH (SN: PC-E105),4782.0,7.6,128.3,43.7,75.0,626.0,91.65,288.0,72.7,91.0
2026-02-07,PK-OCG | LH (SN: PC-E105),10989.0,-7.5,140.5,43.4,75.0,618.0,91.75,274.8,71.9,91.2
2026-02-08,PK-OCG | LH (SN: PC-E105),8284.0,-0.3,136.1,43.1,75.0,620.7,91.81,280.1,71.2,91.7
2026-02-09,PK-OCG | LH (SN: PC-E105),8300.0,-2.3,133.2,43.2,75.0,620.2,91.75,279.6,71.9,91.3
2026-02-10,PK-OCG | LH (SN: PC-E105),6525.0,2.5,135.1,41.7,75.0,619.4,91.49,278.2,71.2,91.6
2026-02-11,PK-OCG | LH (SN: PC-E105),11648.0,-7.5,138.2,42.2,75.0,615.7,91.64,270.8,71.7,91.9
2026-02-12,PK-OCG | LH (SN: PC-E105),5973.0,1.6,131.3,44.1,75.0,623.0,91.76,284.5,71.0,91.8
2026-02-13,PK-OCG | LH (SN: PC-E105),11854.0,-7.7,137.4,43.8,75.0,618.9,91.85,275.1,71.5,91.7
2026-02-14,PK-OCG | LH (SN: PC-E105),2589.0,10.5,134.3,44.2,75.0,628.1,91.62,293.4,72.7,91.4
2026-02-15,PK-OCG | LH (SN: PC-E105),10475.0,-6.7,136.9,43.9,75.0,620.2,91.87,277.0,72.4,92.1
2026-02-16,PK-OCG | LH (SN: PC-E105),5200.0,4.4,130.0,43.9,75.0,624.5,91.68,286.6,71.6,91.5
2026-02-17,PK-OCG | LH (SN: PC-E105),10211.0,-4.4,140.0,43.3,75.0,620.0,91.73,278.3,71.6,91.5
2026-02-18,PK-OCG | LH (SN: PC-E105),6014.0,3.6,132.9,42.6,75.0,622.4,91.46,282.4,71.6,90.8
2026-02-19,PK-OCG | LH (SN: PC-E105),8242.0,-0.0,132.3,42.0,75.0,619.0,91.44,277.7,71.9,91.8
2026-02-20,PK-OCG | LH (SN: PC-E105),3032.0,8.3,141.0,42.2,75.0,624.2,91.4,284.4,72.1,91.6
2026-02-21,PK-OCG | LH (SN: PC-E105),11364.0,-7.9,136.0,42.7,75.0,617.3,91.65,272.8,72.2,91.5
2026-02-22,PK-OCG | LH (SN: PC-E105),7515.0,0.4,141.5,42.5,75.0,621.4,91.45,280.3,72.5,91.4
2026-02-23,PK-OCG | LH (SN: PC-E105),9306.0,-1.3,136.8,42.6,75.0,620.9,91.54,278.7,71.9,91.0
2026-02-24,PK-OCG | LH (SN: PC-E105),9368.0,-2.9,141.1,43.6,75.0,621.0,91.67,280.2,72.2,91.7
2026-02-25,PK-OCG | LH (SN: PC-E105),11578.0,-6.0,129.6,41.1,75.0,615.7,91.41,269.5,72.0,91.4
2026-02-26,PK-OCG | LH (SN: PC-E105),2711.0,9.2,140.2,41.6,75.0,623.7,91.28,283.9,71.6,91.4
2026-02-27,PK-OCG | LH (SN: PC-E105),8245.0,-2.4,138.2,42.8,75.0,621.6,91.56,277.7,72.0,91.2
2026-02-28,PK-OCG | LH (SN: PC-E105),9567.0,-4.6,131.5,44.3,75.0,622.5,91.82,281.0,72.5,91.9
2026-03-01,PK-OCG | LH (SN: PC-E105),11602.0,-9.1,129.9,43.0,75.0,618.3,91.74,273.1,72.1,91.7
2026-03-02,PK-OCG | LH (SN: PC-E105),9286.0,-3.9,137.9,42.8,75.0,620.3,91.56,276.6,72.3,91.8
2026-03-03,PK-OCG | LH (SN: PC-E105),8034.0,0.6,132.2,42.5,75.0,622.0,91.49,279.9,71.5,91.4
2026-03-04,PK-OCG | LH (SN: PC-E105),8468.0,-1.0,133.4,43.5,75.0,622.7,91.65,282.8,72.9,92.0
2026-03-05,PK-OCG | LH (SN: PC-E105),11902.0,-9.0,135.8,42.7,75.0,617.7,91.62,272.2,72.2,90.9
2026-03-06,PK-OCG | LH (SN: PC-E105),9461.0,-6.0,133.5,43.1,75.0,619.9,91.65,276.6,71.8,90.6
2026-03-07,PK-OCG | LH (SN: PC-E105),11699.0,-7.9,129.0,44.4,75.0,622.0,91.79,279.6,71.8,91.8
2026-03-08,PK-OCG | LH (SN: PC-E105),2732.0,11.7,133.1,43.3,75.0,628.3,91.4,293.5,72.4,91.3
2026-03-09,PK-OCG | LH (SN: PC-E105),9653.0,-5.1,134.1,41.4,75.0,617.6,91.34,271.9,72.4,91.3
2026-03-10,PK-OCG | LH (SN: PC-E105),2551.0,9.4,137.1,44.2,75.0,629.4,91.57,293.4,72.6,90.8
2026-03-11,PK-OCG | LH (SN: PC-E105),11053.0,-6.1,129.8,43.5,75.0,621.6,91.72,277.7,72.6,91.4
2026-03-12,PK-OCG | LH (SN: PC-E105),9744.0,-3.9,134.4,41.5,75.0,618.2,91.36,274.6,72.1,91.0
2026-03-13,PK-OCG | LH (SN: PC-E105),8453.0,-3.0,134.2,41.5,75.0,618.7,91.32,274.2,72.7,91.1
2026-03-14,PK-OCG | LH (SN: PC-E105),10931.0,-6.8,134.7,43.5,75.0,621.6,91.68,277.7,72.4,90.8
2026-03-15,PK-OCG | LH (SN: PC-E105),8698.0,-1.7,130.3,43.4,75.0,623.5,91.62,281.4,73.0,91.0
2026-03-16,PK-OCG | LH (SN: PC-E105),3220.0,8.3,141.7,41.9,75.0,625.5,91.21,286.1,72.9,91.7
2026-03-17,PK-OCG | LH (SN: PC-E105),9138.0,-1.9,140.9,41.3,75.0,619.9,91.28,275.5,71.4,91.2
2026-03-18,PK-OCG | LH (SN: PC-E105),8921.0,-1.2,140.4,41.4,75.0,620.3,91.32,276.3,72.6,91.4
2026-03-19,PK-OCG | LH (SN: PC-E105),8025.0,-1.3,134.8,41.8,75.0,621.2,91.29,277.4,72.3,90.4
2026-03-20,PK-OCG | LH (SN: PC-E105),3241.0,8.9,129.6,44.1,75.0,630.2,91.56,293.6,72.5,90.5
2026-03-21,PK-OCG | LH (SN: PC-E105),9117.0,-3.9,133.8,42.7,75.0,621.6,91.51,278.5,72.7,90.8
2026-03-22,PK-OCG | LH (SN: PC-E105),2921.0,7.0,138.5,44.0,75.0,629.0,91.56,292.0,73.0,91.4
2026-03-23,PK-OCG | LH (SN: PC-E105),9441.0,-4.5,135.4,43.1,75.0,621.9,91.49,278.7,72.7,91.6
2026-03-24,PK-OCG | LH (SN: PC-E105),7800.0,-0.8,130.2,41.3,75.0,620.7,91.26,275.6,72.2,91.3
2026-03-25,PK-OCG | LH (SN: PC-E105),10683.0,-4.6,139.6,43.7,75.0,623.2,91.68,280.4,73.0,91.2
2026-03-26,PK-OCG | LH (SN: PC-E105),1802.0,13.1,134.3,42.7,75.0,629.8,91.2,293.0,72.6,90.9
2026-03-27,PK-OCG | LH (SN: PC-E105),8081.0,-2.0,139.0,44.2,75.0,625.8,91.69,284.9,72.2,91.1
2026-03-28,PK-OCG | LH (SN: PC-E105),5001.0,5.9,135.0,43.4,75.0,627.7,91.46,287.8,72.9,91.7
2026-03-29,PK-OCG | LH (SN: PC-E105),9186.0,-3.7,136.2,41.2,75.0,619.7,91.31,274.0,72.5,90.9
2026-03-30,PK-OCG | LH (SN: PC-E105),11427.0,-9.6,136.4,44.2,75.0,622.8,91.74,278.6,72.0,91.0
2026-03-31,PK-OCG | LH (SN: PC-E105),11013.0,-6.9,136.8,42.6,75.0,620.9,91.52,275.4,72.7,91.0
2026-04-01,PK-OCG | LH (SN: PC-E105),7541.0,1.6,138.2,42.2,75.0,624.2,91.34,281.8,72.2,90.9
2026-04-02,PK-OCG | LH (SN: PC-E105),10166.0,-5.4,140.5,42.2,75.0,620.8,91.37,274.7,73.5,91.6
2026-04-03,PK-OCG | LH (SN: PC-E105),8265.0,-2.0,135.8,42.2,75.0,622.6,91.29,279.0,73.1,91.1
2026-04-04,PK-OCG | LH (SN: PC-E105),10992.0,-5.8,140.6,42.1,75.0,621.1,91.34,274.8,73.2,91.3
2026-04-05,PK-OCG | LH (SN: PC-E105),10766.0,-4.0,135.5,42.5,75.0,622.4,91.37,278.0,71.9,91.4
2026-04-06,PK-OCG | LH (SN: PC-E105),9044.0,-1.7,137.2,44.1,75.0,625.9,91.58,285.5,73.1,91.5
2026-04-07,PK-OCG | LH (SN: PC-E105),2526.0,10.2,131.2,43.9,75.0,631.4,91.56,295.5,73.2,91.1
2026-04-08,PK-OCG | LH (SN: PC-E105),10071.0,-6.2,139.4,41.4,75.0,619.3,91.25,273.5,72.6,91.0
2026-04-09,PK-OCG | LH (SN: PC-E105),6148.0,3.0,139.3,41.7,75.0,623.6,91.17,282.0,73.2,91.4
2026-04-10,PK-OCG | LH (SN: PC-E105),10424.0,-5.3,128.4,44.1,75.0,625.2,91.65,282.0,73.6,91.5
2026-01-01,PK-OCG/RH [SN: PC-E106] PERINTIS,3732.0,8.3,137.1,44.3,75.0,622.0,92.01,287.9,70.8,92.1
2026-01-02,PK-OCG/RH [SN: PC-E106] PERINTIS,8086.0,-2.3,140.0,43.9,75.0,616.9,92.04,276.8,70.9,92.4
2026-01-03,PK-OCG/RH [SN: PC-E106] PERINTIS,5627.0,4.8,137.0,43.6,75.0,619.5,92.01,282.2,70.2,92.1
2026-01-04,PK-OCG/RH [SN: PC-E106] PERINTIS,10598.0,-7.8,139.7,44.0,75.0,614.2,92.19,272.7,70.7,91.8
2026-01-05,PK-OCG/RH [SN: PC-E106] PERINTIS,6639.0,2.9,128.4,41.6,75.0,614.9,91.72,273.6,71.3,92.2
2026-01-06,PK-OCG/RH [SN: PC-E106] PERINTIS,8022.0,0.3,129.6,42.4,75.0,615.4,91.94,274.4,71.3,92.5
2026-01-07,PK-OCG/RH [SN: PC-E106] PERINTIS,3206.0,10.9,128.2,43.9,75.0,622.9,91.99,288.3,71.2,91.9
2026-01-08,PK-OCG/RH [SN: PC-E106] PERINTIS,8328.0,-0.9,137.8,43.4,75.0,616.4,92.11,277.2,70.6,92.2
2026-01-09,PK-OCG/RH [SN: PC-E106] PERINTIS,9876.0,-6.3,140.3,43.9,75.0,615.3,92.23,274.4,71.1,92.1
2026-01-10,PK-OCG/RH [SN: PC-E106] PERINTIS,9838.0,-2.0,140.1,42.4,75.0,614.0,91.93,273.1,71.2,91.7
2026-01-11,PK-OCG/RH [SN: PC-E106] PERINTIS,3139.0,8.8,133.6,42.4,75.0,619.1,91.76,282.2,70.1,91.8
2026-01-12,PK-OCG/RH [SN: PC-E106] PERINTIS,11998.0,-8.4,130.2,42.8,75.0,612.3,92.04,268.7,71.1,92.1
2026-01-13,PK-OCG/RH [SN: PC-E106] PERINTIS,8879.0,-2.0,133.5,43.8,75.0,616.5,92.07,276.7,71.3,92.1
2026-01-14,PK-OCG/RH [SN: PC-E106] PERINTIS,9141.0,-3.4,138.0,41.1,75.0,611.2,91.68,267.4,70.9,91.4
2026-01-15,PK-OCG/RH [SN: PC-E106] PERINTIS,8447.0,0.0,135.5,44.4,75.0,619.1,92.18,282.1,71.9,91.7
2026-01-16,PK-OCG/RH [SN: PC-E106] PERINTIS,11504.0,-7.1,138.9,42.7,75.0,612.6,91.97,270.1,70.8,92.0
2026-01-17,PK-OCG/RH [SN: PC-E106] PERINTIS,3558.0,9.2,131.2,43.4,75.0,621.1,91.92,285.7,71.4,91.6
2026-01-18,PK-OCG/RH [SN: PC-E106] PERINTIS,8055.0,-0.9,128.4,42.1,75.0,614.3,91.81,272.2,71.0,91.5
2026-01-19,PK-OCG/RH [SN: PC-E106] PERINTIS,6151.0,2.1,129.0,42.3,75.0,616.4,91.76,276.3,71.6,91.3
2026-01-20,PK-OCG/RH [SN: PC-E106] PERINTIS,10125.0,-4.8,135.4,43.5,75.0,614.9,92.12,273.2,71.2,92.0
2026-01-21,PK-OCG/RH [SN: PC-E106] PERINTIS,4832.0,6.5,133.3,41.8,75.0,616.0,91.73,278.2,71.7,91.6
2026-01-22,PK-OCG/RH [SN: PC-E106] PERINTIS,11938.0,-9.5,139.5,41.9,75.0,609.3,91.93,264.8,71.1,91.7
2026-01-23,PK-OCG/RH [SN: PC-E106] PERINTIS,6322.0,1.7,130.8,42.8,75.0,616.6,91.95,277.7,71.6,91.5
2026-01-24,PK-OCG/RH [SN: PC-E106] PERINTIS,10104.0,-4.7,139.7,41.7,75.0,612.0,91.77,268.5,71.2,92.0
2026-01-25,PK-OCG/RH [SN: PC-E106] PERINTIS,8741.0,-1.2,131.1,42.7,75.0,615.7,91.93,274.5,71.5,92.0
2026-01-26,PK-OCG/RH [SN: PC-E106] PERINTIS,9382.0,-1.6,141.8,43.4,75.0,616.2,92.12,276.0,71.7,91.6
2026-01-27,PK-OCG/RH [SN: PC-E106] PERINTIS,7105.0,1.3,132.4,43.0,75.0,616.8,91.96,277.4,71.4,91.5
2026-01-28,PK-OCG/RH [SN: PC-E106] PERINTIS,11795.0,-9.0,139.5,43.1,75.0,612.3,92.13,268.5,71.2,91.7
2026-01-29,PK-OCG/RH [SN: PC-E106] PERINTIS,3135.0,10.0,132.2,44.1,75.0,623.0,91.99,288.5,72.0,92.5
2026-01-30,PK-OCG/RH [SN: PC-E106] PERINTIS,8498.0,-4.3,140.6,43.7,75.0,616.0,92.12,274.4,71.8,91.7
2026-01-31,PK-OCG/RH [SN: PC-E106] PERINTIS,10643.0,-4.9,135.0,42.9,75.0,613.6,91.33,271.4,72.1,91.8
2026-02-01,PK-OCG/RH [SN: PC-E106] PERINTIS,10954.0,-5.5,134.3,42.7,75.0,613.7,91.33,270.9,71.9,91.6
2026-02-02,PK-OCG/RH [SN: PC-E106] PERINTIS,1800.0,12.9,133.9,41.5,75.0,619.5,91.33,282.4,72.0,91.1
2026-02-03,PK-OCG/RH [SN: PC-E106] PERINTIS,11564.0,-8.4,139.2,41.3,75.0,609.1,91.33,263.4,71.5,91.5
2026-02-04,PK-OCG/RH [SN: PC-E106] PERINTIS,11065.0,-6.5,128.6,43.5,75.0,614.5,91.33,272.8,71.4,91.3
2026-02-05,PK-OCG/RH [SN: PC-E106] PERINTIS,10004.0,-6.0,141.6,41.3,75.0,610.7,91.78,265.7,71.4,91.6
2026-02-06,PK-OCG/RH [SN: PC-E106] PERINTIS,4612.0,5.1,137.7,43.3,75.0,619.3,91.99,281.9,71.9,91.7
2026-02-07,PK-OCG/RH [SN: PC-E106] PERINTIS,8755.0,-2.6,134.3,42.2,75.0,613.3,91.88,271.8,71.8,91.5
2026-02-08,PK-OCG/RH [SN: PC-E106] PERINTIS,7947.0,-0.4,138.5,44.1,75.0,618.0,92.1,280.0,72.3,91.6
2026-02-09,PK-OCG/RH [SN: PC-E106] PERINTIS,8834.0,-3.9,139.3,41.3,75.0,611.4,91.69,267.7,71.8,91.6
2026-02-10,PK-OCG/RH [SN: PC-E106] PERINTIS,10944.0,-6.2,135.9,44.2,75.0,615.4,92.27,273.8,71.9,91.4
2026-02-11,PK-OCG/RH [SN: PC-E106] PERINTIS,8744.0,-1.2,128.9,44.5,75.0,618.2,92.18,279.7,70.9,91.4
2026-02-12,PK-OCG/RH [SN: PC-E106] PERINTIS,10050.0,-6.9,141.6,42.6,75.0,612.5,91.95,269.9,71.9,91.5
2026-02-13,PK-OCG/RH [SN: PC-E106] PERINTIS,8838.0,-2.4,130.2,43.7,75.0,616.3,92.12,277.0,72.4,91.5
2026-02-14,PK-OCG/RH [SN: PC-E106] PERINTIS,10730.0,-6.1,129.3,43.0,75.0,613.7,92.09,271.4,71.9,91.5
2026-02-15,PK-OCG/RH [SN: PC-E106] PERINTIS,9054.0,-2.9,130.3,43.5,75.0,615.8,92.01,274.7,72.3,92.4
2026-02-16,PK-OCG/RH [SN: PC-E106] PERINTIS,8008.0,-0.8,140.1,43.5,75.0,616.2,92.07,278.0,72.2,91.5
2026-02-17,PK-OCG/RH [SN: PC-E106] PERINTIS,8426.0,-2.3,129.9,43.7,75.0,616.1,92.08,276.6,71.9,91.7
2026-02-18,PK-OCG/RH [SN: PC-E106] PERINTIS,2335.0,11.9,128.4,41.7,75.0,618.9,91.61,282.3,72.1,91.6
2026-02-19,PK-OCG/RH [SN: PC-E106] PERINTIS,10816.0,-7.0,139.6,42.4,75.0,612.0,91.91,268.8,71.6,92.2
2026-02-20,PK-OCG/RH [SN: PC-E106] PERINTIS,2229.0,10.0,135.1,44.0,75.0,622.9,91.94,288.6,71.4,92.0
2026-02-21,PK-OCG/RH [SN: PC-E106] PERINTIS,8373.0,-0.9,140.7,42.1,75.0,614.1,91.85,272.1,72.2,91.4
2026-02-22,PK-OCG/RH [SN: PC-E106] PERINTIS,10743.0,-5.0,137.6,42.2,75.0,612.7,91.86,269.6,71.7,91.9
2026-02-23,PK-OCG/RH [SN: PC-E106] PERINTIS,9149.0,-2.3,133.8,42.2,75.0,613.7,91.89,272.3,72.7,91.6
2026-02-24,PK-OCG/RH [SN: PC-E106] PERINTIS,7663.0,-1.5,128.7,41.3,75.0,612.5,91.69,270.0,72.1,91.5
2026-02-25,PK-OCG/RH [SN: PC-E106] PERINTIS,10113.0,-5.4,137.7,41.9,75.0,611.9,91.86,268.4,71.9,91.2
2026-02-26,PK-OCG/RH [SN: PC-E106] PERINTIS,9803.0,-3.8,133.6,43.5,75.0,614.9,92.1,275.4,71.7,91.7
2026-02-27,PK-OCG/RH [SN: PC-E106] PERINTIS,9869.0,-4.5,138.0,41.3,75.0,611.3,91.8,267.1,72.1,91.8
2026-02-28,PK-OCG/RH [SN: PC-E106] PERINTIS,4344.0,7.1,130.4,41.8,75.0,618.1,91.71,279.5,71.9,91.0
2026-03-01,PK-OCG/RH [SN: PC-E106] PERINTIS,10977.0,-8.6,130.6,41.9,75.0,609.9,91.9,265.5,72.1,91.3
2026-03-02,PK-OCG/RH [SN: PC-E106] PERINTIS,11266.0,59.5,138.8,44.2,75.0,614.9,92.22,275.3,72.0,91.9
2026-03-03,PK-OCG/RH [SN: PC-E106] PERINTIS,10894.0,-6.3,134.9,42.8,75.0,613.1,92.03,270.7,71.9,91.1
2026-03-04,PK-OCG/RH [SN: PC-E106] PERINTIS,8376.0,-0.1,129.0,44.4,75.0,618.4,92.13,280.5,72.6,91.3
2026-03-05,PK-OCG/RH [SN: PC-E106] PERINTIS,11729.0,-7.2,139.0,41.3,75.0,609.5,91.81,265.0,72.6,91.3
2026-03-06,PK-OCG/RH [SN: PC-E106] PERINTIS,7238.0,2.1,134.5,42.2,75.0,615.7,91.81,275.9,72.4,91.3
2026-03-07,PK-OCG/RH [SN: PC-E106] PERINTIS,11126.0,-6.1,133.2,43.0,75.0,613.9,92.07,271.3,71.9,91.3
2026-03-08,PK-OCG/RH [SN: PC-E106] PERINTIS,7214.0,1.6,134.9,42.9,75.0,617.0,91.94,277.8,72.5,91.0
2026-03-09,PK-OCG/RH [SN: PC-E106] PERINTIS,11489.0,-6.7,137.9,43.2,75.0,613.6,92.07,271.1,72.7,91.2
2026-03-10,PK-OCG/RH [SN: PC-E106] PERINTIS,11238.0,-9.4,137.4,41.9,75.0,609.5,91.84,264.6,72.8,91.2
2026-03-11,PK-OCG/RH [SN: PC-E106] PERINTIS,8091.0,-2.3,131.6,42.9,75.0,614.6,91.95,274.0,72.5,91.1
2026-03-12,PK-OCG/RH [SN: PC-E106] PERINTIS,7709.0,-0.9,134.3,43.4,75.0,616.3,91.99,276.3,72.2,91.4
2026-03-13,PK-OCG/RH [SN: PC-E106] PERINTIS,11240.0,-5.2,129.9,44.3,75.0,616.5,92.2,275.4,72.4,91.8
2026-03-14,PK-OCG/RH [SN: PC-E106] PERINTIS,9125.0,-0.9,139.2,44.5,75.0,618.3,92.15,280.1,72.2,90.8
2026-03-15,PK-OCG/RH [SN: PC-E106] PERINTIS,9941.0,-7.4,134.6,44.3,75.0,614.9,92.2,274.8,72.1,91.6
2026-03-16,PK-OCG/RH [SN: PC-E106] PERINTIS,8757.0,-1.4,135.0,41.3,75.0,612.3,91.76,269.2,73.2,91.5
2026-03-17,PK-OCG/RH [SN: PC-E106] PERINTIS,11647.0,-6.6,141.8,44.1,75.0,614.9,92.16,274.1,72.4,91.2
2026-03-18,PK-OCG/RH [SN: PC-E106] PERINTIS,8985.0,-2.8,130.1,42.1,75.0,613.7,91.8,271.3,72.5,91.2
2026-03-19,PK-OCG/RH [SN: PC-E106] PERINTIS,11047.0,-7.5,135.7,43.0,75.0,613.3,92.08,270.8,72.6,90.6
2026-03-20,PK-OCG/RH [SN: PC-E106] PERINTIS,8580.0,-1.3,141.4,42.8,75.0,615.3,91.96,274.1,72.4,91.1
2026-03-21,PK-OCG/RH [SN: PC-E106] PERINTIS,11621.0,-8.3,129.3,43.2,75.0,612.9,92.07,269.7,72.9,91.3
2026-03-22,PK-OCG/RH [SN: PC-E106] PERINTIS,5721.0,2.0,130.8,44.5,75.0,619.8,92.17,283.4,72.5,91.4
2026-03-23,PK-OCG/RH [SN: PC-E106] PERINTIS,8456.0,-1.8,135.0,44.3,75.0,617.6,92.26,277.8,73.1,90.7
2026-03-24,PK-OCG/RH [SN: PC-E106] PERINTIS,3804.0,8.5,135.6,43.7,75.0,621.2,91.99,285.6,72.8,91.2
2026-03-25,PK-OCG/RH [SN: PC-E106] PERINTIS,10968.0,-6.4,128.6,43.8,75.0,614.9,92.18,273.4,72.7,91.0
2026-03-26,PK-OCG/RH [SN: PC-E106] PERINTIS,11181.0,-8.2,131.7,43.6,75.0,612.9,92.14,271.7,72.9,91.4
2026-03-27,PK-OCG/RH [SN: PC-E106] PERINTIS,11153.0,-8.6,134.4,43.8,75.0,-2.5,92.15,271.3,72.7,90.8
2026-03-28,PK-OCG/RH [SN: PC-E106] PERINTIS,4150.0,8.2,136.0,43.9,75.0,621.7,91.98,286.9,72.2,91.5
